p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-63.55,50.77,-5.95,-7.91,2.23,-62.63,9.29,10.03,6.0,6.14,উ
-63.28,49.86,-6.13,-8.06,2.46,-61.16,7.07,8.93,4.65,4.84,উ
-63.76,50.2,-5.46,-7.28,3.03,-51.09,0.28,4.47,-0.6,-0.29,উ
-57.97,45.72,-11.21,-13.59,-3.18,-64.49,10.1,10.54,6.29,6.04,উ
-56.21,42.49,-14.04,-16.82,-5.28,-63.58,7.6,7.33,1.49,1.15,উ
-60.92,45.93,-8.53,-10.33,0.18,-54.9,4.72,6.43,1.86,2.23,উ
-64.6,49.39,-4.91,-6.19,4.4,-50.41,1.74,5.31,0.63,0.93,উ
-62.4,48.29,-6.95,-8.42,2.07,-58.45,7.61,8.11,3.59,3.9,উ
-62.79,48.0,-6.62,-8.02,2.9,-60.5,8.89,9.01,4.12,4.34,উ
-60.76,45.91,-9.23,-11.65,-1.21,-60.68,9.08,8.97,3.58,3.7,উ
-60.92,46.7,-9.43,-11.23,-0.26,-59.71,9.57,9.02,3.88,3.99,উ
-62.24,47.69,-7.98,-9.86,0.82,-61.31,9.29,9.58,4.92,4.78,উ
-60.56,46.82,-8.84,-10.44,0.29,-56.2,7.53,7.6,2.33,2.17,উ
-60.98,46.01,-9.18,-10.61,0.27,-57.81,9.29,8.28,3.26,3.16,উ
-63.59,48.23,-6.48,-7.81,2.81,-57.73,7.8,8.13,3.34,3.23,উ
-61.33,46.32,-8.58,-10.05,0.58,-56.75,7.79,7.45,2.59,2.6,উ
-59.61,45.0,-10.26,-11.96,-0.68,-53.32,5.69,6.16,1.41,1.21,উ
-56.33,41.66,-12.87,-14.83,-3.19,-53.51,7.56,6.94,1.82,1.76,উ
-54.38,40.51,-14.28,-16.17,-4.22,-55.76,8.64,7.47,2.27,1.98,উ
-55.63,41.55,-12.62,-13.92,-1.73,-54.63,8.62,7.43,2.35,2.01,উ
-55.39,41.14,-13.37,-15.18,-3.4,-56.23,9.24,7.98,3.3,2.87,উ
-54.47,40.54,-14.31,-16.27,-4.72,-58.42,10.33,8.95,4.11,3.87,উ
-57.03,41.97,-12.46,-14.23,-2.49,-60.77,11.3,10.03,5.38,5.06,উ
-58.18,42.84,-11.6,-13.32,-1.79,-59.82,10.33,9.53,4.84,4.59,উ
-57.04,43.06,-12.38,-14.09,-2.41,-58.71,10.66,9.64,4.78,4.3,উ
-57.27,42.31,-12.62,-14.09,-2.57,-54.84,7.82,7.41,2.88,2.54,উ
-58.72,43.88,-10.85,-12.53,-1.37,-54.57,8.05,7.88,3.36,2.99,উ
-60.61,56.49,-9.09,-10.08,1.15,-47.37,-0.71,5.42,0.88,0.07,উ
-56.73,51.94,-11.45,-11.99,-0.16,-43.51,-1.42,3.43,-1.6,-1.57,উ
-58.45,50.68,-10.96,-12.09,-0.47,-55.56,9.89,9.76,5.48,4.83,উ
-56.48,48.46,-13.83,-15.91,-4.58,-56.72,9.72,9.54,5.16,4.23,উ
-58.55,48.8,-12.26,-14.24,-2.95,-60.86,11.28,11.56,7.64,6.48,উ
-58.39,51.58,-11.75,-12.88,-1.35,-55.96,8.1,9.29,5.23,4.54,উ
-59.14,52.57,-11.04,-12.47,-1.11,-56.77,8.31,9.71,5.95,5.13,উ
-57.68,51.03,-12.54,-14.19,-2.54,-58.7,10.31,10.81,6.96,6.04,উ
-54.09,48.21,-16.81,-19.01,-7.51,-58.53,10.43,10.4,6.02,5.1,উ
-58.58,49.13,-12.64,-13.36,-4.1,-48.64,3.24,5.77,0.26,-0.96,উ
-61.41,57.61,-9.61,-10.76,-0.36,-48.33,0.14,6.01,-0.78,1.25,উ
-62.82,56.93,-9.15,-10.87,-1.03,-50.47,4.52,7.12,1.07,2.75,উ
-59.78,54.49,-11.03,-13.0,-3.44,-48.43,5.17,7.15,0.75,2.22,উ
-60.3,52.54,-10.78,-13.29,-4.03,-48.18,5.37,6.81,0.54,2.01,উ
-60.29,51.4,-11.0,-13.34,-3.15,-51.36,7.36,7.24,1.24,2.81,উ
-59.02,50.8,-11.72,-14.34,-4.52,-50.53,7.39,7.42,1.38,2.98,উ
-58.98,50.67,-11.87,-14.33,-4.42,-49.99,6.75,7.13,0.88,2.58,উ
-58.14,50.07,-12.33,-14.69,-4.76,-48.77,6.74,6.71,0.19,2.07,উ
-58.27,49.65,-12.69,-15.08,-5.13,-51.36,8.48,7.85,1.66,3.27,উ
-58.45,48.46,-12.76,-15.41,-5.26,-50.98,9.38,7.76,1.46,3.15,উ
-61.55,49.63,-11.62,-16.82,-13.89,-55.02,18.93,17.66,15.31,13.28,উ
-61.73,50.05,-10.94,-16.03,-13.17,-55.01,19.34,17.86,15.51,13.49,উ
-62.21,50.72,-10.72,-15.88,-12.87,-55.61,19.4,18.11,15.97,14.0,উ
-62.25,50.45,-11.0,-16.01,-13.25,-55.62,18.9,17.97,15.93,13.8,উ
-62.58,50.63,-10.87,-15.98,-13.18,-55.36,18.9,17.76,15.69,13.78,উ
-62.87,51.29,-10.3,-15.4,-12.69,-55.79,18.81,18.02,16.3,14.18,উ
-62.87,50.85,-10.55,-15.57,-12.62,-55.42,19.2,17.76,16.09,13.77,উ
-63.5,51.14,-10.39,-15.3,-12.54,-55.99,19.29,18.06,16.18,13.63,উ
-62.68,50.42,-10.68,-15.58,-12.88,-52.99,18.17,17.13,14.84,12.73,উ
-62.88,50.79,-10.45,-15.52,-13.09,-55.24,19.67,18.04,15.96,13.74,উ
-65.33,52.3,-8.25,-12.91,-10.13,-52.54,17.48,16.6,14.37,12.3,উ
-66.22,52.83,-7.89,-13.03,-10.61,-56.47,19.8,18.07,16.19,14.06,উ
-63.05,50.42,-10.03,-14.72,-11.62,-54.9,19.74,17.59,15.31,13.27,উ
-62.47,49.95,-10.33,-15.54,-12.75,-56.86,19.89,17.99,15.99,13.98,উ
-63.55,50.84,-9.31,-14.38,-11.51,-53.32,17.5,16.0,13.43,11.68,উ
-64.69,51.75,-8.26,-13.76,-11.16,-56.39,18.95,17.12,15.28,13.27,উ
-62.84,50.46,-9.88,-15.81,-12.92,-53.58,16.9,15.81,13.75,11.8,উ
-63.25,49.82,-9.3,-15.07,-11.81,-53.9,18.47,15.93,13.93,12.13,উ
-63.47,49.76,-9.08,-14.88,-11.66,-55.61,19.62,16.58,14.97,12.85,উ
-63.42,49.53,-9.32,-15.24,-12.33,-54.95,18.92,16.07,14.21,12.21,উ
-65.56,51.48,-7.23,-12.94,-10.25,-56.69,20.41,17.03,15.57,13.65,উ
-64.49,50.27,-8.34,-13.99,-11.14,-56.13,20.17,16.72,15.14,13.03,উ
-63.45,49.41,-9.38,-15.29,-12.33,-55.89,19.97,16.76,15.12,13.2,উ
-63.18,49.55,-9.37,-15.3,-12.35,-55.98,20.24,16.85,15.11,12.94,উ
-63.17,49.52,-9.17,-14.93,-11.73,-54.86,19.81,16.35,14.66,12.63,উ
-62.58,49.06,-9.78,-15.73,-12.7,-54.68,19.23,16.09,14.32,12.31,উ
-60.57,47.46,-11.58,-17.55,-14.44,-54.72,19.21,16.12,14.25,12.15,উ
-61.02,47.53,-11.08,-17.18,-13.99,-55.32,19.67,16.45,14.58,12.61,উ
-61.38,47.88,-10.79,-16.81,-13.78,-54.87,19.41,16.35,14.5,12.58,উ
-61.32,47.9,-10.98,-17.07,-13.87,-54.61,19.19,16.01,14.14,12.11,উ
-61.06,47.85,-10.71,-17.08,-13.95,-54.39,19.08,15.93,14.11,12.25,উ
-61.3,48.13,-10.59,-16.88,-13.74,-54.99,19.11,16.05,14.2,12.26,উ
-61.41,47.88,-11.07,-17.42,-14.37,-54.78,18.61,15.95,13.72,11.73,উ
-61.92,48.4,-10.0,-16.77,-13.46,-53.81,19.53,16.17,14.23,12.29,উ
-59.77,46.35,-11.96,-18.86,-15.83,-52.58,18.59,15.35,13.17,11.21,উ
-68.77,44.87,27.08,20.37,13.24,-135.63,13.96,4.99,-0.33,-1.14,উ
-65.25,43.05,-12.33,-17.38,-10.42,-45.56,9.91,10.14,8.0,7.65,উ
-65.19,42.88,-12.57,-17.72,-10.51,-45.86,10.13,10.07,7.77,7.31,উ
-66.05,43.31,-11.92,-17.18,-10.07,-46.51,9.84,10.21,8.13,7.51,উ
-65.8,43.15,-11.89,-16.98,-9.98,-45.43,9.73,10.23,8.24,7.49,উ
-65.55,43.01,-11.81,-17.0,-9.85,-45.21,9.87,10.41,8.55,7.68,উ
-67.05,43.83,-11.09,-16.48,-9.39,-45.37,9.85,10.54,8.72,7.92,উ
-65.99,43.15,-11.89,-17.02,-9.82,-45.02,9.86,10.54,8.63,7.91,উ
-64.93,42.42,-12.61,-18.05,-11.01,-44.2,9.56,9.83,7.89,6.98,উ
-64.84,42.5,-12.46,-17.67,-10.65,-45.64,10.0,10.27,8.12,7.28,উ
-66.11,43.28,-11.61,-16.82,-9.96,-43.8,9.58,10.02,7.99,7.41,উ
-66.77,44.28,-11.2,-16.57,-9.65,-44.46,9.59,10.59,8.56,7.92,উ
-64.94,41.63,-13.0,-18.18,-10.93,-43.62,9.77,9.8,7.53,6.97,উ
-65.41,44.23,-12.01,-17.18,-10.03,-45.21,10.0,10.64,8.67,8.19,উ
-66.86,44.0,-11.53,-16.83,-9.66,-44.98,9.63,10.5,8.21,7.72,উ
-66.64,46.08,-11.3,-16.4,-9.36,-45.05,9.51,10.92,8.98,8.55,উ
-66.43,45.36,-12.22,-17.63,-10.62,-45.66,10.36,11.33,9.03,8.52,উ
-67.59,46.98,-11.17,-16.66,-9.59,-46.67,9.97,11.62,9.36,8.83,উ
-65.51,42.66,-12.65,-17.53,-10.01,-45.94,12.63,11.89,9.66,9.56,উ
-67.44,54.96,-9.87,-15.48,-8.67,-37.04,1.98,9.05,6.58,6.28,উ
-65.88,52.24,-11.97,-17.78,-10.68,-37.55,1.99,8.44,5.56,5.33,উ
-64.65,50.86,-12.26,-17.67,-10.42,-39.53,4.63,9.06,6.17,5.76,উ
-64.02,50.52,-13.13,-18.46,-11.14,-39.96,4.91,9.22,6.31,6.12,উ
-64.94,50.51,-12.81,-18.63,-11.27,-40.76,4.86,9.24,6.37,5.98,উ
-65.48,50.52,-12.36,-18.12,-10.77,-41.25,6.21,9.79,6.86,6.42,উ
-64.64,48.85,-13.28,-18.97,-11.52,-40.78,8.18,10.26,7.2,7.06,উ
-65.01,48.96,-13.02,-19.16,-11.97,-41.75,8.15,10.1,6.94,6.68,উ
-65.38,47.81,-13.07,-19.78,-12.57,-40.66,7.5,9.89,7.17,6.96,উ
-64.52,49.48,-13.52,-20.31,-12.7,-40.85,6.78,9.57,6.97,7.13,উ
-64.39,48.45,-13.45,-20.07,-12.57,-40.61,8.13,9.86,7.07,6.74,উ
-64.72,48.8,-13.64,-20.51,-13.17,-40.24,7.07,8.98,5.88,5.57,উ
-63.9,49.05,-13.64,-20.53,-12.89,-39.8,7.82,9.48,6.46,6.22,উ
-66.11,52.73,-11.49,-19.09,-12.37,-44.14,4.19,11.5,8.79,7.79,উ
-63.12,53.04,-14.09,-20.56,-12.82,-38.65,5.65,9.22,6.65,6.13,উ
-64.42,52.72,-13.4,-20.39,-13.31,-39.17,4.38,9.97,7.47,7.19,উ
-63.37,49.95,-12.46,-19.18,-11.51,-37.37,7.74,9.47,6.33,6.44,উ
-61.32,48.5,-13.26,-19.83,-11.92,-36.53,6.97,8.42,5.11,5.36,উ
-61.07,47.85,-14.38,-21.23,-13.79,-39.32,7.92,9.2,6.41,6.34,উ
-60.57,45.55,-15.31,-22.58,-14.67,-40.9,9.52,9.48,6.67,6.8,উ
-62.39,45.87,-14.38,-21.36,-13.33,-41.03,11.23,10.88,7.77,7.72,উ
-63.83,47.15,-12.31,-19.14,-11.59,-40.76,12.26,11.57,8.64,8.82,উ
-62.73,46.1,-13.79,-21.12,-13.37,-40.81,11.18,10.94,7.64,7.83,উ
-62.31,45.7,-13.89,-21.35,-13.67,-40.14,10.67,10.39,7.11,7.19,উ
-62.07,45.26,-14.37,-21.73,-13.95,-41.84,11.86,11.18,8.09,8.04,উ
-62.43,44.69,-13.77,-20.98,-13.4,-41.53,12.8,11.32,8.39,8.3,উ
-62.31,44.28,-14.33,-21.43,-13.56,-41.76,12.23,11.16,8.11,8.17,উ
-62.52,45.27,-12.94,-20.04,-12.59,-41.56,12.57,11.36,8.45,8.36,উ
-62.32,44.42,-14.18,-21.39,-13.55,-42.22,13.0,11.57,8.66,8.52,উ
-62.73,44.68,-13.82,-21.06,-13.41,-42.11,12.4,11.34,8.38,8.26,উ
-61.87,44.57,-13.86,-21.1,-13.46,-41.24,12.79,11.34,8.34,8.27,উ
-62.61,44.82,-13.81,-21.01,-13.39,-42.22,12.8,11.44,8.49,8.44,উ
-62.71,45.08,-13.59,-20.96,-13.28,-41.31,12.41,11.19,8.45,8.42,উ
-62.65,45.06,-13.65,-20.76,-13.49,-41.97,12.62,11.45,8.51,8.41,উ
-63.26,59.59,-11.02,-17.02,-14.59,-38.51,-7.91,7.75,6.45,8.05,উ
-59.39,54.52,-13.47,-19.97,-17.28,-40.42,0.36,8.72,6.9,8.65,উ
-60.87,56.49,-11.81,-18.53,-16.08,-39.85,-1.47,9.02,7.58,9.23,উ
-60.74,54.7,-13.31,-20.2,-17.68,-42.88,0.59,9.7,8.39,10.27,উ
-62.37,56.45,-10.93,-17.49,-15.2,-39.38,-0.65,9.08,7.9,9.67,উ
-60.59,53.71,-12.74,-19.21,-16.52,-39.87,2.76,9.46,7.72,9.48,উ
-60.28,52.95,-13.49,-20.56,-18.08,-38.78,2.93,9.01,6.73,7.25,উ
-60.91,52.9,-14.11,-21.29,-19.03,-40.18,3.11,9.72,7.34,7.82,উ
-59.08,51.85,-14.76,-21.96,-19.57,-39.32,4.43,9.79,7.61,8.07,উ
-59.42,50.77,-14.28,-21.24,-19.01,-36.66,3.6,8.09,5.86,6.65,উ
-57.9,49.59,-15.83,-23.64,-21.42,-37.07,3.61,7.64,5.15,5.53,উ
-59.27,49.85,-14.54,-22.48,-20.44,-36.04,2.12,7.37,4.49,5.54,উ
-59.51,48.45,-15.86,-23.96,-21.52,-44.44,9.08,11.1,7.95,8.65,উ
-60.43,48.52,-14.92,-22.99,-20.58,-44.9,10.03,11.42,8.61,9.16,উ
-63.32,50.36,-13.38,-22.01,-20.52,-50.42,13.46,13.94,11.29,11.37,উ
-60.04,47.75,-15.76,-24.13,-22.08,-47.2,11.7,12.32,9.03,9.24,উ
-64.58,50.76,-11.35,-19.52,-17.5,-45.36,11.7,12.56,9.97,10.48,উ
-62.43,48.35,-13.47,-20.99,-18.67,-46.08,14.43,13.06,10.49,10.57,উ
-64.62,50.44,-11.45,-19.27,-17.01,-40.69,9.72,10.96,8.34,8.39,উ
-63.95,49.75,-11.91,-20.32,-18.31,-44.03,11.66,11.95,9.83,9.63,উ
-63.48,49.17,-12.58,-21.32,-19.06,-46.04,12.39,12.39,10.24,10.03,উ
-64.3,48.99,-13.22,-22.62,-20.98,-51.78,15.23,14.81,13.36,12.85,উ
-62.83,47.01,-13.0,-21.39,-19.17,-46.1,13.76,12.52,10.43,10.08,উ
-63.63,47.52,-12.43,-21.01,-19.18,-48.51,15.58,14.01,12.35,12.11,উ
-65.8,48.15,-10.17,-18.58,-16.88,-47.0,15.72,14.25,12.49,12.42,উ
-67.5,49.57,-9.62,-18.64,-17.6,-50.82,17.44,15.34,14.02,13.71,উ
-64.35,46.82,-12.22,-21.29,-19.75,-48.65,16.11,14.36,12.2,11.68,উ
-62.11,44.81,-13.79,-22.81,-21.13,-50.87,18.55,15.51,13.65,13.11,উ
-66.84,48.81,-9.44,-17.83,-16.28,-49.84,15.87,13.88,13.06,12.75,উ
-62.6,45.32,-13.16,-22.14,-20.5,-51.21,15.78,13.6,12.47,11.81,উ
-63.39,46.1,-12.83,-21.97,-20.22,-52.03,16.76,14.4,13.29,12.5,উ
-64.9,46.58,-11.93,-20.98,-19.16,-51.69,16.28,14.22,12.95,12.55,উ
-65.37,47.26,-11.23,-20.52,-19.2,-52.9,17.04,14.62,13.45,13.21,উ
-62.37,44.83,-13.42,-22.19,-20.23,-49.23,15.46,13.08,11.47,11.14,উ
-62.92,45.38,-12.93,-22.16,-20.52,-54.5,18.61,15.32,14.26,13.67,উ
-63.75,45.51,-12.52,-22.19,-20.69,-52.27,16.58,14.34,13.27,12.76,উ
-64.44,45.38,-12.09,-21.33,-19.96,-54.01,18.22,15.05,14.13,13.42,উ
-62.34,43.86,-13.34,-22.71,-21.11,-50.78,16.79,13.76,12.47,12.1,উ
-64.12,44.82,-12.27,-21.8,-20.14,-53.33,18.48,15.18,14.26,13.77,উ
-63.08,46.65,-12.93,-22.57,-21.17,-50.75,15.5,13.87,12.97,12.23,উ
-57.12,41.51,-17.26,-26.37,-24.24,-46.95,14.51,11.75,10.23,9.46,উ
-59.31,42.87,-16.0,-25.72,-23.88,-52.26,17.35,14.45,13.46,12.52,উ
-67.42,49.31,-6.99,-18.9,-14.34,-48.25,11.96,11.82,8.76,9.45,উ
-67.0,47.79,-7.04,-19.06,-14.24,-46.7,13.0,11.12,7.88,8.7,উ
-64.71,45.98,-7.95,-20.31,-15.57,-44.66,11.97,9.8,6.33,7.27,উ
-63.94,45.29,-8.85,-21.57,-16.86,-46.71,13.09,10.32,7.08,8.09,উ
-62.19,43.54,-10.49,-23.78,-18.82,-49.13,14.3,10.63,7.43,8.12,উ
-62.28,42.79,-11.56,-25.12,-19.96,-51.6,15.03,10.96,8.12,8.92,উ
-61.62,42.95,-11.11,-24.99,-20.14,-50.67,14.26,10.77,7.6,8.27,উ
-61.84,43.06,-10.65,-24.43,-19.6,-50.22,14.81,10.77,7.78,8.44,উ
-60.31,41.55,-12.02,-25.8,-20.66,-49.36,14.21,9.8,6.39,6.91,উ
-61.22,42.25,-11.48,-25.65,-20.72,-52.61,15.1,10.96,7.76,8.11,উ
-61.91,42.68,-10.75,-24.87,-20.09,-51.62,14.93,10.71,7.66,8.44,উ
-61.27,42.38,-11.02,-24.98,-20.11,-51.6,15.1,10.88,7.63,8.63,উ
-60.88,42.26,-11.75,-25.64,-20.74,-53.21,15.91,11.19,8.01,8.39,উ
-61.74,42.79,-10.76,-24.81,-19.79,-52.67,15.76,11.28,8.4,8.94,উ
-60.84,41.95,-11.87,-26.13,-21.41,-55.33,16.99,12.21,9.45,9.95,উ
-60.8,41.93,-11.57,-25.6,-20.8,-53.8,16.27,11.47,8.43,8.97,উ
-61.88,42.59,-11.11,-25.66,-20.92,-53.15,15.15,10.78,7.67,7.9,উ
-59.35,49.74,-11.95,-25.76,-20.44,-46.76,6.44,8.16,5.51,6.1,উ
-60.51,49.81,-10.9,-25.38,-20.32,-46.07,6.41,7.74,4.74,5.54,উ
-61.59,49.34,-10.05,-24.68,-20.0,-47.99,8.85,8.9,5.59,6.41,উ
-62.37,48.17,-9.99,-24.51,-19.97,-49.05,9.87,9.2,6.05,6.9,উ
-61.63,47.55,-10.64,-25.28,-20.48,-50.16,10.75,9.59,6.61,7.45,উ
-62.47,47.99,-9.94,-24.49,-19.56,-50.69,11.42,9.96,6.94,7.88,উ
-63.9,48.84,-8.86,-23.51,-18.74,-51.04,11.73,10.29,7.04,8.03,উ
-62.59,46.78,-10.02,-24.56,-19.53,-50.61,12.39,9.87,6.47,7.62,উ
-63.78,47.51,-8.69,-23.29,-18.57,-49.52,11.65,9.67,6.45,7.48,উ
-62.67,46.83,-9.5,-24.07,-19.19,-48.74,11.87,9.65,6.18,7.26,উ
-61.78,45.92,-10.4,-25.31,-20.2,-51.91,13.3,10.54,7.56,8.36,উ
-63.61,47.53,-8.77,-23.15,-18.14,-49.95,12.43,10.17,6.93,8.16,উ
-61.28,44.8,-11.35,-26.03,-20.76,-50.66,12.44,9.76,6.48,7.57,উ
-59.96,43.86,-12.64,-28.07,-23.27,-57.33,15.49,12.36,9.74,10.35,উ
-64.1,45.53,-9.34,-24.39,-19.92,-61.79,17.96,14.36,12.18,12.95,উ
-56.64,40.6,-14.38,-29.12,-23.25,-52.04,14.9,9.94,6.08,6.84,উ
-61.54,43.66,-11.33,-27.04,-22.63,-56.53,15.3,11.94,9.45,10.21,উ
-60.42,44.93,-11.22,-25.92,-20.99,-54.38,15.14,11.59,8.73,9.6,উ
-60.8,54.48,-11.76,-27.86,-22.52,-51.87,8.39,11.42,9.31,9.52,উ
-60.6,52.86,-11.54,-28.05,-22.63,-52.91,9.91,11.35,8.99,9.22,উ
-60.97,52.24,-11.26,-27.79,-22.48,-51.6,9.66,10.78,8.35,8.84,উ
-61.09,51.78,-11.48,-28.17,-22.62,-52.47,10.44,10.94,8.59,8.93,উ
-61.61,50.67,-11.06,-28.06,-22.87,-53.18,10.76,11.11,8.81,9.25,উ
-61.24,49.68,-11.99,-28.78,-23.45,-53.68,11.6,11.21,8.81,9.1,উ
-61.86,50.88,-10.87,-27.95,-22.77,-53.78,12.07,11.68,9.65,10.0,উ
-59.13,48.47,-13.09,-30.39,-25.04,-52.78,12.13,11.03,8.59,8.76,উ
-68.49,54.87,-5.4,-22.9,-17.62,-45.72,6.73,10.16,7.8,7.78,উ
-64.5,51.19,-8.74,-26.18,-20.75,-56.3,15.01,13.73,11.79,11.29,উ
-62.41,49.93,-10.06,-27.37,-21.36,-52.11,13.33,12.18,9.59,9.18,উ
-59.3,47.1,-13.12,-30.72,-24.77,-54.17,13.86,12.42,9.93,9.07,উ
-63.16,50.64,-9.64,-26.95,-21.42,-53.82,14.54,13.52,11.49,10.79,উ
-61.04,48.68,-11.22,-28.89,-22.96,-52.56,13.33,12.41,10.2,9.52,উ
-61.17,48.58,-11.28,-28.56,-22.77,-53.79,14.33,12.9,10.72,9.93,উ
-62.65,48.05,-10.09,-27.4,-21.62,-55.33,16.31,13.72,11.73,11.01,উ
-62.23,47.58,-10.67,-28.3,-22.72,-55.87,16.25,13.8,11.81,10.91,উ
-63.11,48.6,-9.53,-26.75,-21.04,-54.4,15.79,13.41,11.18,10.54,উ
-63.11,49.19,-9.48,-26.1,-19.97,-51.92,14.28,12.13,9.71,9.06,উ
-59.11,46.46,-11.62,-28.69,-22.61,-48.29,8.02,8.08,5.81,5.86,উ
-57.99,44.65,-12.48,-27.01,-20.58,-48.45,10.44,10.82,8.08,7.8,উ
-57.41,41.82,-13.05,-24.57,-14.82,-43.69,13.33,12.64,13.37,8.97,উ
-61.11,58.28,-10.63,-23.17,-14.05,-39.29,11.59,12.18,10.58,7.28,উ
-67.64,43.83,-3.64,-10.04,-11.5,-52.83,13.52,9.51,9.16,10.3,উ
-61.24,47.82,-9.04,-14.71,-14.21,-43.82,1.02,6.28,5.21,6.74,উ
-64.46,54.13,-7.69,-14.45,-14.72,-47.84,3.97,9.27,8.09,9.59,উ
-62.35,49.37,-9.63,-16.53,-16.5,-46.31,2.02,7.91,6.1,7.47,উ
-62.88,48.35,-10.04,-16.9,-16.53,-46.42,2.42,7.75,5.5,6.85,উ
-62.57,48.52,-9.78,-16.33,-16.28,-47.46,3.29,8.22,5.87,7.57,উ
-62.4,47.73,-10.34,-17.07,-17.35,-45.96,4.04,7.87,5.93,7.48,উ
-62.17,47.23,-10.54,-17.18,-17.13,-46.34,4.81,7.75,5.37,6.89,উ
-61.7,47.88,-11.05,-17.72,-17.68,-45.18,4.89,8.0,5.72,7.16,উ
-61.52,47.4,-10.74,-17.07,-16.98,-37.45,3.77,6.61,4.44,5.76,উ
-61.88,47.26,-11.13,-17.68,-17.57,-39.05,4.93,7.33,5.11,6.3,উ
-61.21,46.6,-11.51,-18.43,-18.59,-38.89,5.14,7.52,5.09,6.46,উ
-61.6,46.71,-11.29,-17.92,-18.13,-38.96,5.11,7.33,5.12,6.32,উ
-61.84,46.44,-10.92,-17.67,-17.85,-39.66,6.28,7.75,5.4,6.61,উ
-61.68,46.72,-11.29,-17.99,-18.07,-38.05,4.88,7.08,4.28,5.96,উ
-63.84,48.65,-8.85,-16.39,-16.72,-34.84,2.53,5.86,4.33,5.83,উ
-63.57,54.09,-6.99,-13.43,-14.24,-26.3,-4.34,3.92,1.52,1.95,উ
-58.31,46.5,-12.58,-19.13,-18.41,-24.61,-7.51,-0.43,-3.8,-2.5,উ
-61.06,53.63,-5.88,-12.78,-13.45,-23.3,-5.98,4.25,1.68,3.82,উ
-59.41,49.55,-10.03,-16.1,-15.85,-24.1,-4.73,2.08,-1.45,0.32,উ
-58.63,47.4,-11.85,-18.42,-17.98,-27.63,-2.01,2.48,-0.81,0.71,উ
-59.42,47.56,-11.74,-18.8,-18.58,-29.69,-0.57,3.95,0.74,2.2,উ
-59.13,47.33,-11.77,-18.73,-18.08,-30.16,-0.57,3.56,0.06,1.61,উ
-58.79,47.46,-11.82,-19.14,-19.07,-30.0,-0.84,3.67,0.42,1.66,উ
-57.93,46.14,-12.78,-19.66,-18.88,-30.41,-0.6,3.34,-0.39,1.53,উ
-58.44,46.61,-12.8,-20.09,-19.6,-30.35,-0.22,3.78,0.33,1.86,উ
-57.6,46.58,-12.83,-20.07,-19.48,-30.99,-0.05,3.75,0.22,1.95,উ
-57.72,45.99,-13.27,-20.56,-20.12,-31.64,0.99,4.13,0.46,2.14,উ
-56.72,45.13,-14.27,-21.49,-21.02,-33.56,1.75,4.31,0.57,2.07,উ
-57.39,45.25,-14.67,-22.35,-22.02,-35.2,2.87,5.28,1.67,2.78,উ
-58.42,46.3,-13.68,-21.55,-21.47,-35.37,2.88,5.67,2.45,3.54,উ
-58.29,46.52,-13.18,-21.19,-21.09,-35.58,5.42,6.31,2.23,3.51,উ
-38.26,-14.6,-26.24,-34.48,-33.02,-92.44,24.98,13.39,13.05,16.53,এ
-37.25,-14.88,-26.44,-34.88,-33.99,-93.04,25.62,14.35,14.28,18.51,এ
-36.9,-15.17,-27.29,-36.74,-36.26,-92.34,25.33,14.59,15.36,19.16,এ
-36.11,-16.36,-28.76,-37.57,-37.12,-91.03,24.77,13.59,13.67,17.43,এ
-37.32,-14.48,-26.99,-36.79,-36.83,-95.14,26.36,15.58,16.11,19.96,এ
-36.1,-16.01,-29.12,-39.18,-39.03,-92.81,26.13,15.22,15.48,18.66,এ
-35.81,-15.87,-29.11,-39.27,-39.44,-94.04,26.37,15.7,16.28,19.53,এ
-37.06,-14.82,-27.98,-38.25,-39.15,-93.74,25.9,14.88,15.27,18.39,এ
-35.61,-16.04,-29.65,-40.13,-40.72,-93.56,26.15,15.2,15.22,18.45,এ
-35.92,-15.95,-29.13,-39.48,-39.91,-94.32,26.53,15.68,15.79,18.84,এ
-39.18,-13.24,-25.53,-35.77,-36.46,-96.32,26.98,16.02,16.59,20.0,এ
-38.78,-14.12,-26.7,-36.58,-36.63,-93.62,25.65,14.0,14.02,17.29,এ
-38.38,-14.17,-26.85,-36.68,-37.11,-95.1,26.46,15.37,15.33,18.93,এ
-38.27,-14.74,-27.55,-37.27,-37.81,-93.59,25.76,14.29,13.8,17.5,এ
-38.77,-14.15,-26.74,-36.68,-37.19,-94.17,26.04,14.69,14.7,18.59,এ
-39.74,-12.26,-24.86,-35.53,-36.81,-98.5,27.29,16.3,16.79,20.39,এ
-38.37,-14.6,-27.43,-37.43,-37.83,-94.52,26.41,15.09,14.92,18.39,এ
-37.35,-14.13,-26.65,-36.86,-37.82,-98.29,28.95,18.46,19.18,22.7,এ
-36.72,-14.85,-27.85,-38.45,-39.61,-95.73,27.24,16.49,17.28,20.26,এ
-36.8,-14.99,-28.05,-38.61,-39.68,-95.07,26.98,16.01,16.37,19.51,এ
-35.42,-15.75,-28.78,-39.73,-40.75,-96.26,27.87,17.34,18.18,21.15,এ
-35.74,-15.57,-28.75,-39.73,-40.78,-95.4,27.19,16.44,17.11,19.87,এ
-35.18,-16.17,-29.38,-40.26,-41.45,-94.57,27.3,16.63,17.38,20.17,এ
