p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-27.79,-61.6,-74.7,26.44,12.08,-75.56,6.06,61.09,39.35,37.0,ঋ
-29.1,-60.97,-79.95,25.52,10.95,-73.33,0.84,54.13,36.75,35.4,ঋ
-17.85,-54.21,-67.48,29.03,14.93,-74.89,-40.29,72.18,42.44,38.4,ঋ
-24.05,-53.98,-88.12,17.12,3.15,-68.22,34.24,41.15,34.8,36.09,ঋ
-27.74,-71.79,-77.29,16.15,2.99,-66.47,85.71,127.58,36.44,37.25,ঋ
-29.42,-70.8,-76.76,15.89,2.67,-65.71,76.82,114.51,36.53,37.01,ঋ
-29.52,-70.56,-78.73,18.45,5.04,-71.29,60.75,94.29,34.52,34.67,ঋ
-34.79,-66.67,-70.93,7.38,-4.4,-57.71,94.19,126.76,37.48,37.89,ঋ
-36.98,-69.75,-72.26,5.45,-6.82,-59.93,99.72,139.36,35.27,36.23,ঋ
-30.29,-64.28,-70.75,10.7,-2.15,-60.61,73.92,105.17,39.63,38.78,ঋ
-20.19,-61.29,-71.82,24.45,7.78,-73.92,35.04,53.74,37.58,35.06,ঋ
-19.0,-60.02,-69.72,25.81,8.54,-75.25,36.9,57.69,38.65,35.36,ঋ
-18.61,-60.64,-72.0,26.12,8.41,-74.3,33.84,47.49,38.32,35.07,ঋ
-30.69,-70.46,-77.71,21.56,0.32,-65.34,65.31,98.37,38.39,34.18,ঋ
-35.19,-70.61,-74.5,17.27,-2.79,-59.79,86.33,119.68,38.21,34.97,ঋ
-30.93,-66.79,-73.2,21.01,0.68,-63.79,67.72,94.51,40.95,36.6,ঋ
-37.37,-63.13,-70.58,27.53,5.12,-73.4,40.96,59.5,33.9,31.22,ঋ
-25.37,-74.62,-78.06,24.0,2.55,-77.16,68.98,115.72,38.18,34.06,ঋ
-28.84,-72.41,-75.79,22.06,1.03,-74.62,65.99,106.56,38.54,34.67,ঋ
-30.43,-70.05,-75.14,21.9,0.95,-73.8,59.06,95.31,38.36,34.49,ঋ
-33.57,-69.22,-76.33,7.16,-9.21,-76.49,54.12,96.56,29.22,35.09,ঋ
-41.24,-50.08,-84.43,10.42,12.2,-65.7,17.99,135.1,30.35,27.64,ঋ
-38.5,-69.95,-84.92,15.81,18.22,-69.86,60.29,80.81,29.37,23.88,ঋ
-38.07,-68.23,-81.35,16.54,18.26,-68.85,57.73,75.52,31.18,24.99,ঋ
-37.69,-67.99,-80.7,15.92,18.13,-66.78,60.21,81.55,31.72,25.39,ঋ
-38.69,-68.96,-81.15,16.76,18.8,-68.12,55.47,75.39,30.62,24.5,ঋ
-37.76,-66.43,-78.84,16.51,18.34,-68.48,48.4,61.35,31.13,24.94,ঋ
-43.71,-68.31,-77.93,9.3,13.37,-65.31,70.42,100.93,30.52,23.58,ঋ
-42.78,-64.43,-72.58,4.84,9.35,-53.47,81.4,109.23,34.3,25.74,ঋ
-39.75,-59.23,-68.78,1.04,4.71,-50.13,79.85,106.29,38.24,28.71,ঋ
-32.64,-58.57,-68.0,21.67,20.84,-76.98,30.04,31.12,30.53,25.49,ঋ
-37.63,-64.72,-75.57,7.9,10.81,-62.0,54.55,76.89,31.52,24.61,ঋ
-45.86,-68.21,-78.12,1.88,6.6,-52.47,64.24,95.93,29.06,22.68,ঋ
-46.38,-70.69,-80.14,1.51,6.84,-58.01,57.29,90.56,27.03,21.56,ঋ
-45.19,-67.47,-76.02,2.65,7.8,-55.14,66.26,98.31,29.2,22.68,ঋ
-36.22,-61.01,-72.93,11.31,12.66,-62.38,36.46,46.67,29.88,23.68,ঋ
-29.05,-54.03,-64.01,9.81,11.76,-56.38,51.52,72.52,39.14,31.28,ঋ
-28.06,-51.36,-62.56,8.88,10.6,-53.09,52.18,72.23,39.43,30.49,ঋ
-4.14,43.45,41.65,28.57,16.72,-72.25,6.63,49.63,42.59,37.67,এ
1.54,49.61,48.44,34.04,20.62,-74.3,3.3,50.51,43.34,37.05,এ
-8.85,36.58,40.88,29.01,14.4,-88.06,-13.53,23.31,23.85,25.33,এ
-9.32,36.41,41.64,29.37,15.21,-88.31,-13.33,24.7,25.0,25.9,এ
-21.45,24.21,25.0,15.26,4.79,-80.38,-2.46,30.46,27.28,27.71,এ
-3.6,31.18,33.2,21.81,11.33,-93.42,-6.39,24.63,22.98,26.29,এ
-5.58,31.32,35.0,23.37,12.47,-94.05,-8.47,23.33,22.65,25.97,এ
0.28,32.29,36.8,25.23,13.67,-98.78,-9.94,22.34,22.21,25.54,এ
-3.49,33.34,37.03,25.1,13.91,-95.09,-7.36,25.69,24.38,26.98,এ
-3.87,33.39,37.44,25.65,14.55,-95.9,-7.94,25.24,24.17,26.91,এ
-2.47,26.32,31.72,21.7,11.69,-99.86,-10.56,19.34,20.31,24.17,এ
-6.65,29.14,33.02,22.15,11.92,-96.25,-7.3,23.97,23.07,26.13,এ
-6.84,31.46,34.93,23.6,12.92,-94.67,-7.33,25.1,23.96,26.6,এ
-6.94,32.1,35.98,24.66,13.84,-95.29,-7.12,25.43,24.43,26.92,এ
-2.83,32.49,38.21,26.66,14.63,-97.74,-14.59,17.58,19.3,23.59,এ
-5.84,31.16,36.94,26.01,14.71,-98.63,-12.51,19.12,20.2,24.21,এ
-10.47,27.18,32.3,22.31,11.85,-98.94,-12.28,17.26,18.14,22.79,এ
-11.21,27.93,32.48,22.29,11.76,-98.35,-10.8,19.4,19.6,23.92,এ
-10.8,28.31,33.36,22.77,12.01,-98.36,-11.13,19.08,19.51,23.86,এ
-10.49,30.02,33.72,22.93,12.77,-94.7,-8.73,22.22,21.62,25.16,এ
-9.9,29.5,33.84,23.68,13.03,-97.03,-9.36,21.47,21.5,25.61,এ
-5.57,29.65,36.05,25.44,14.19,-102.84,-14.44,16.05,17.54,22.45,এ
-2.89,27.15,33.35,23.66,12.71,-102.99,-15.87,13.15,15.65,21.32,এ
-5.76,26.55,34.17,24.84,13.44,-104.89,-16.85,11.92,15.01,20.82,এ
-5.76,28.02,35.15,25.08,13.67,-103.35,-17.27,11.83,14.95,20.56,এ
-7.47,28.39,35.51,25.37,13.79,-101.42,-16.19,13.6,16.36,21.74,এ
-12.83,22.52,28.03,19.42,9.34,-101.74,-13.09,13.82,15.29,20.77,এ
-11.37,24.43,30.81,21.69,10.85,-101.63,-14.33,13.39,15.6,21.03,এ
-11.73,24.92,31.24,22.06,11.14,-101.16,-13.47,14.6,16.34,21.64,এ
-11.34,25.44,31.77,22.48,11.42,-101.96,-13.86,14.19,16.02,21.49,এ
-11.41,25.83,32.03,22.32,11.39,-101.21,-13.52,15.07,16.65,21.96,এ
-15.95,24.21,27.75,18.31,8.44,-93.91,-6.65,23.07,22.17,25.52,এ
-18.67,23.62,25.49,16.22,7.26,-88.05,-0.95,29.41,26.8,28.56,এ
-21.5,24.19,24.31,14.43,5.98,-80.51,3.92,34.96,30.82,31.84,এ
-23.6,19.99,18.69,10.69,4.29,-76.62,9.63,40.4,35.17,35.2,এ
-22.73,21.35,20.44,11.38,4.19,-76.53,8.26,39.63,34.49,34.57,এ
-24.51,20.01,20.35,12.3,4.75,-79.35,5.01,35.64,31.59,31.95,এ
-25.21,19.87,19.88,11.67,4.76,-78.37,6.21,36.71,32.43,32.86,এ
-12.03,17.93,22.21,18.65,11.94,-95.34,-3.02,26.4,24.9,25.79,এ
-0.12,23.43,27.14,19.96,10.13,-101.58,-2.67,28.14,26.01,27.75,এ
3.37,24.49,26.49,18.59,8.27,-101.57,0.04,31.59,28.43,29.9,এ
1.36,27.28,28.95,20.78,10.03,-100.17,0.1,32.69,29.39,30.22,এ
2.53,31.83,34.5,25.53,14.03,-96.17,-0.74,34.41,32.0,31.69,এ
4.07,31.31,37.89,28.73,16.59,-103.65,-8.6,26.22,26.1,27.09,এ
10.08,45.92,45.85,34.0,21.94,-83.83,4.82,48.8,42.41,37.46,এ
1.23,40.84,41.98,30.47,18.29,-85.56,0.05,40.8,36.36,33.64,এ
-1.53,40.9,41.74,30.61,18.55,-83.05,2.76,43.35,38.61,35.31,এ
-1.82,41.44,42.02,30.82,18.99,-82.85,3.65,44.18,38.99,35.68,এ
-2.56,40.07,40.76,29.28,17.95,-82.5,4.24,44.87,39.33,36.18,এ
-3.21,40.89,41.47,29.93,18.42,-80.35,4.67,46.03,40.34,36.78,এ
-3.35,42.68,42.75,30.92,19.59,-78.81,5.79,48.12,42.06,37.88,এ
-8.53,38.43,38.08,27.25,16.53,-78.3,7.27,47.28,41.05,37.64,এ
-12.15,31.01,36.41,26.81,14.37,-93.33,-10.25,23.77,23.52,25.75,এ
-18.19,30.97,30.07,21.15,11.4,-77.72,8.3,43.45,37.64,35.86,এ
-17.55,33.34,33.69,24.5,14.49,-79.18,8.06,44.88,39.01,36.71,এ
-14.74,33.03,35.56,26.09,15.0,-83.65,0.5,36.96,33.41,32.42,এ
-11.76,31.91,35.0,25.67,14.99,-86.89,-1.25,34.89,31.76,31.2,এ
-13.87,31.55,34.11,24.66,14.33,-85.16,-0.24,35.97,32.29,31.71,এ
-17.13,32.57,34.36,24.89,14.47,-80.89,1.35,37.89,33.88,32.75,এ
-18.77,33.5,35.09,25.43,14.59,-78.35,1.43,38.41,34.23,32.96,এ
-19.84,32.41,33.99,24.59,13.71,-78.62,2.02,38.34,34.46,33.1,এ
-20.63,32.11,33.13,23.89,13.4,-76.24,2.94,39.01,34.61,33.5,এ
-21.03,32.12,33.69,24.35,14.02,-77.61,2.64,38.97,34.61,33.34,এ
-21.35,33.04,34.23,24.79,14.26,-77.05,3.22,39.85,35.29,33.84,এ
-19.67,34.23,35.91,25.96,15.04,-77.39,1.61,39.0,34.72,33.32,এ
-21.5,33.05,35.32,25.71,14.45,-77.65,0.32,37.14,33.58,32.59,এ
-21.43,34.47,36.16,26.41,15.11,-76.04,2.01,39.33,35.01,33.53,এ
-19.89,35.63,37.65,27.52,15.67,-77.81,0.33,38.37,34.34,32.91,এ
-18.94,34.29,38.33,28.49,16.18,-82.25,-4.85,32.48,30.17,29.98,এ
-19.15,34.9,37.17,26.83,14.74,-77.89,-1.79,35.68,32.3,31.69,এ
-26.44,28.59,30.49,21.86,12.1,-77.69,1.92,36.94,33.01,32.14,এ
-35.99,19.56,14.39,7.89,1.75,-55.7,21.45,52.6,43.85,40.67,এ
-32.82,21.91,15.18,8.03,1.82,-53.3,22.86,54.64,45.39,41.9,এ
-30.17,25.23,19.38,11.23,4.52,-55.05,19.7,52.88,44.02,40.46,এ
-30.82,25.88,20.51,12.39,4.99,-56.09,19.13,52.21,43.87,40.56,এ
-26.13,30.62,34.69,25.54,14.57,-79.55,-3.81,31.45,28.72,28.65,এ
-27.49,26.81,33.92,26.49,14.56,-89.25,-13.21,18.93,20.26,23.58,এ
-19.81,25.92,23.42,14.85,4.78,-78.71,9.39,41.29,35.18,34.53,এ
6.65,54.1,56.49,43.23,27.79,-77.17,-0.87,51.87,44.44,36.01,এ
-5.62,35.87,44.04,33.93,18.3,-96.44,-16.08,19.87,21.63,24.16,এ
-8.48,33.84,39.33,29.88,15.44,-92.28,-10.4,24.67,24.06,25.69,এ
-20.72,25.84,29.51,22.07,9.74,-89.93,-4.78,26.91,24.74,26.65,এ
-10.09,21.38,26.45,18.03,5.0,-98.27,-10.02,20.87,21.68,24.46,এ
-10.43,22.31,27.77,19.47,5.65,-97.85,-9.51,20.87,21.65,24.14,এ
-12.0,22.17,27.17,18.93,5.44,-96.83,-9.14,21.25,21.98,24.58,এ
-17.34,23.14,26.48,18.95,11.01,-86.22,-2.0,30.34,29.46,31.45,এ
-15.93,24.13,28.3,21.62,13.31,-87.99,-3.93,29.21,28.98,31.14,এ
-16.91,24.42,28.15,21.38,12.96,-86.46,-3.48,29.77,29.11,31.29,এ
1.89,38.09,44.79,34.59,22.69,-91.94,-9.3,31.16,31.94,32.14,এ
3.33,39.13,43.34,31.97,20.55,-93.07,-7.72,31.58,30.82,31.7,এ
1.19,38.79,42.44,31.58,20.28,-90.5,-6.22,33.19,31.87,32.24,এ
-8.64,19.71,23.28,15.91,5.44,-86.28,-2.32,30.09,29.26,29.7,এ
-10.7,18.52,21.39,15.09,5.4,-82.29,-0.92,31.66,30.82,30.62,এ
-17.25,12.81,15.35,10.02,3.49,-75.12,0.34,32.34,32.33,31.7,এ
-18.32,12.47,16.1,11.06,4.64,-76.13,0.08,32.23,31.84,31.36,এ
-17.85,13.02,16.06,10.89,4.0,-75.31,0.36,32.45,31.72,31.13,এ
-38.94,12.57,16.0,11.23,4.17,-61.41,-0.08,31.74,31.47,31.2,এ
-46.28,12.75,15.74,10.7,3.67,-62.09,0.7,32.44,31.48,31.58,এ
-43.16,13.23,15.9,10.64,3.24,-73.19,1.33,33.01,31.95,32.06,এ
-46.02,13.99,16.53,10.75,3.23,-72.2,1.64,33.66,32.51,32.42,এ
-13.78,12.94,16.12,10.84,3.22,-85.85,0.48,31.8,31.34,31.16,এ
8.71,10.8,13.88,9.16,2.15,-89.23,-3.02,29.7,30.78,30.5,এ
14.56,8.11,11.7,6.62,2.06,-86.26,-2.62,30.62,30.62,30.47,এ
17.49,6.34,6.08,8.19,6.08,-86.04,-2.49,27.19,27.87,29.77,এ
7.01,13.1,19.23,14.96,9.31,-93.49,-6.44,22.76,23.37,25.98,এ
4.88,18.64,26.32,19.77,11.89,-91.79,-4.6,29.31,26.58,28.05,এ
3.0,27.45,35.35,26.69,16.83,-85.5,-5.77,31.96,29.94,30.38,এ
-12.61,14.84,22.42,17.42,8.84,-84.77,-6.61,25.18,23.66,26.2,এ
-11.9,14.87,21.75,16.42,8.47,-83.37,-6.53,25.33,23.47,26.1,এ
15.58,15.69,24.77,19.26,10.47,-97.26,-7.32,26.06,24.62,26.6,এ
0.41,16.62,24.7,19.65,11.38,-91.34,-6.04,26.83,24.85,26.95,এ
-11.74,23.72,30.12,22.92,15.06,-86.99,-6.07,28.57,26.74,29.81,এ
-18.71,37.77,41.82,30.68,14.52,-77.6,-2.99,37.98,33.4,34.09,এ
-20.3,36.76,40.97,32.43,10.54,-75.95,-3.26,37.02,35.0,31.66,এ
-22.48,37.35,42.67,34.39,12.38,-77.06,-3.5,37.24,35.39,31.46,এ
-19.79,29.89,34.75,30.51,21.8,-79.25,-3.7,33.93,34.98,35.94,এ
-25.38,26.79,30.23,18.39,20.69,-75.28,-3.4,32.15,28.06,34.82,এ
-24.83,28.3,19.53,23.99,22.59,-72.37,-1.52,28.69,33.6,36.61,এ
-27.17,18.68,40.27,24.4,19.84,-71.35,-1.53,39.73,30.14,35.67,এ
-23.06,25.83,23.93,3.3,8.35,-68.77,-3.17,28.26,24.86,30.69,এ
-25.64,21.0,25.27,30.96,18.55,-69.6,-0.7,33.99,37.94,34.88,এ
-12.37,18.51,24.57,13.58,4.95,-75.69,-2.76,30.62,25.74,30.18,এ
1.05,32.51,37.88,26.37,11.61,-89.63,-4.47,32.3,29.97,30.29,এ
-2.85,36.39,43.41,31.66,15.85,-84.73,-9.55,28.97,28.32,28.81,এ
-14.13,30.0,35.23,24.87,11.25,-80.65,-3.01,31.71,29.05,29.86,এ
-22.53,21.04,21.09,11.96,-0.54,-73.3,4.89,35.7,31.99,34.43,এ
-14.1,30.39,31.33,21.53,8.99,-69.66,9.59,44.97,40.26,39.46,এ
-15.87,19.11,27.05,19.57,9.67,-76.79,2.29,36.05,32.75,32.05,এ
-6.4,27.0,29.44,18.14,8.08,-67.03,4.6,42.79,38.87,37.23,এ
-5.86,20.01,30.44,20.44,8.57,-87.72,-11.0,20.99,23.47,25.16,এ
-5.16,17.55,29.06,21.3,13.17,-85.24,-9.31,23.76,25.4,27.58,এ
-7.73,37.74,44.95,34.7,21.81,-87.5,-18.81,17.19,21.63,24.92,এ
0.36,32.37,41.4,31.19,18.98,-92.6,-13.75,22.25,23.78,26.28,এ
-8.35,27.67,34.08,24.94,14.51,-88.65,-6.95,26.66,25.96,28.13,এ
-13.0,25.91,28.52,19.83,11.44,-78.29,4.13,37.58,33.74,34.21,এ
-13.29,27.34,28.94,19.98,11.65,-74.86,5.37,39.84,35.71,35.53,এ
-11.46,21.97,25.33,17.6,10.61,-76.35,8.9,42.75,37.63,36.83,এ
-9.97,26.08,29.67,20.76,12.11,-78.65,5.56,39.87,34.79,34.57,এ
-10.01,26.73,30.49,20.92,11.88,-80.11,3.23,37.8,33.4,33.51,এ
-10.57,26.18,29.68,20.34,11.34,-79.87,3.18,37.31,32.71,33.2,এ
-9.14,28.83,32.71,22.94,13.81,-78.99,2.83,38.78,34.46,34.26,এ
-10.16,29.01,32.66,22.76,13.5,-78.26,3.48,39.55,34.99,34.45,এ
-10.43,28.83,32.52,22.92,13.69,-78.3,2.71,38.37,34.29,34.12,এ
-10.14,29.58,33.55,23.7,14.21,-77.82,2.98,39.03,34.92,34.87,এ
-9.09,28.96,36.91,27.21,16.19,-86.07,-6.72,28.63,27.33,28.88,এ
-11.13,25.44,36.97,28.65,16.37,-95.24,-16.67,14.9,17.41,22.22,এ
-18.82,21.96,30.36,22.85,12.87,-86.25,-7.73,23.62,23.27,26.43,এ
-25.04,20.74,23.68,16.24,8.04,-73.91,5.02,35.76,31.83,33.37,এ
-25.04,19.24,26.62,19.94,9.86,-85.91,-7.57,22.15,21.9,26.37,এ
-26.7,18.3,26.81,20.52,10.56,-87.28,-8.28,20.97,20.58,24.97,এ
-17.45,19.73,26.19,18.3,8.64,-86.09,-9.32,23.6,23.65,25.95,এ
-22.11,13.05,20.87,15.78,8.07,-88.51,-7.42,22.77,22.76,26.15,এ
-11.87,17.62,23.23,16.46,7.99,-93.27,-5.46,25.13,23.62,27.01,এ
-14.69,14.23,21.73,16.6,8.32,-98.24,-4.67,24.29,22.91,26.26,এ
-24.24,7.17,16.38,14.37,8.73,-92.16,-3.32,24.37,23.42,27.54,এ
-25.97,0.22,3.42,3.17,-0.95,-91.63,-4.82,20.58,20.05,24.37,এ
-19.66,8.12,18.39,13.33,3.96,-97.69,-9.4,18.48,19.57,24.02,এ
-12.07,18.09,23.61,16.47,5.87,-98.23,-10.1,19.18,20.83,24.77,এ
-14.95,18.36,23.98,16.83,6.47,-97.65,-8.95,20.54,21.74,25.36,এ
-11.49,16.84,23.45,16.57,6.31,-100.97,-10.46,18.62,20.2,23.97,এ
-9.75,13.29,20.8,14.89,5.81,-101.82,-9.71,18.92,20.76,24.27,এ
-6.53,12.61,21.44,15.26,6.29,-101.16,-8.71,20.62,22.23,25.16,এ
-4.55,18.63,29.94,21.69,10.49,-98.18,-6.61,25.26,25.81,27.72,এ
-7.45,19.04,28.29,20.42,11.3,-95.36,-8.04,23.43,24.04,26.58,এ
-7.68,22.47,31.32,22.44,12.45,-94.02,-8.03,25.01,25.54,27.53,এ
-10.19,21.83,28.63,20.04,11.6,-90.06,-0.31,33.11,31.54,32.09,এ
-1.08,35.03,39.1,26.86,16.25,-81.88,1.01,41.26,38.11,35.91,এ
-9.11,24.89,24.22,14.38,6.46,-74.24,11.61,46.23,40.81,39.29,এ
-8.41,29.35,26.82,16.08,8.08,-75.53,12.8,48.2,42.29,40.14,এ
-8.9,27.94,25.05,14.55,6.78,-74.29,13.9,48.6,42.54,40.58,এ
-9.92,27.23,23.95,13.68,6.36,-70.88,14.59,49.66,43.32,41.31,এ
1.42,40.22,41.52,28.92,18.21,-76.77,3.23,46.26,41.86,37.85,এ
-1.97,39.81,42.42,29.66,18.47,-76.9,2.01,45.24,41.33,37.28,এ
-2.22,40.62,40.88,28.33,18.55,-71.14,8.08,51.97,45.75,40.55,এ
0.74,45.27,42.06,29.44,20.59,-65.14,14.1,60.6,52.49,44.98,এ
-0.88,42.11,37.75,25.71,17.95,-60.36,16.85,60.51,53.23,46.97,এ
-4.74,22.51,25.14,14.49,8.42,-77.84,-1.27,35.45,34.06,36.34,এ
-16.53,15.89,19.06,11.18,3.89,-69.86,2.82,37.37,35.23,36.58,এ
-10.99,28.82,33.2,22.8,14.44,-69.42,2.29,41.17,39.0,38.98,এ
-10.11,29.5,33.86,23.25,14.88,-69.31,2.23,41.48,38.97,38.77,এ
-3.02,35.6,38.48,27.3,19.55,-66.07,5.17,48.08,45.17,42.92,এ
-10.55,31.63,36.33,27.0,17.77,-71.69,1.34,40.42,38.09,37.85,এ
-10.96,23.17,27.96,19.91,11.28,-78.77,1.02,35.8,33.22,34.66,এ
-12.89,24.63,28.83,20.16,11.33,-75.92,1.63,36.73,33.97,35.42,এ
-13.23,26.31,30.5,21.45,12.51,-75.08,1.75,37.78,35.12,35.96,এ
-13.65,26.92,31.31,22.48,13.1,-75.24,1.25,37.46,34.77,35.84,এ
-13.69,27.57,31.68,22.79,13.69,-73.83,2.19,38.75,35.77,36.52,এ
-13.39,28.85,32.65,23.64,14.18,-73.27,2.23,39.42,36.07,36.61,এ
-4.02,29.8,32.34,21.32,13.06,-72.71,4.01,43.86,41.11,39.97,এ
0.65,34.23,37.94,24.09,17.97,-67.88,12.77,56.47,46.27,44.36,এ
-2.16,30.0,33.13,20.34,15.02,-66.55,12.65,53.55,46.0,43.46,এ
-3.32,30.22,33.42,20.85,15.66,-65.89,12.49,54.12,46.71,44.03,এ
-4.63,30.12,33.42,20.92,15.77,-64.16,11.71,53.4,46.26,43.8,এ
-1.34,33.49,37.03,24.44,18.51,-64.98,9.37,54.1,47.22,43.98,এ
-2.12,32.58,35.52,22.86,17.55,-64.33,10.4,54.43,47.71,44.31,এ
-10.44,24.33,31.82,20.55,13.8,-72.05,0.33,38.21,35.07,35.8,এ
-15.35,16.01,30.05,21.53,12.61,-93.91,-19.88,11.15,15.86,21.8,এ
-16.03,15.44,29.65,21.63,12.75,-93.82,-21.32,9.86,14.79,21.23,এ
-14.86,17.97,32.18,23.44,13.87,-92.11,-20.1,12.24,16.76,22.63,এ
-2.3,30.78,41.5,29.22,20.54,-74.61,-1.93,42.94,39.87,38.17,এ
-7.35,33.11,39.06,26.56,16.96,-74.39,-3.85,37.92,35.63,35.13,এ
-5.9,36.69,41.49,29.04,19.45,-72.39,1.22,45.48,40.81,37.88,এ
2.18,40.07,41.19,28.32,20.2,-65.79,10.8,58.46,50.41,43.9,এ
3.02,41.52,42.62,29.6,21.58,-65.34,10.28,59.35,51.38,44.09,এ
-5.72,34.36,41.49,29.23,17.39,-83.69,-4.01,36.77,32.91,33.08,এ
-33.19,8.67,14.18,8.28,0.76,-70.18,3.8,33.86,29.38,32.84,এ
-32.12,13.78,19.82,12.67,3.65,-69.43,1.02,32.94,29.12,32.22,এ
-29.58,16.82,21.14,12.93,3.68,-68.07,3.41,36.27,31.96,34.59,এ
-23.12,19.86,27.85,18.17,6.69,-82.36,-5.44,27.46,25.13,29.39,এ
-19.79,25.16,31.1,20.77,9.81,-75.17,-0.42,36.32,32.45,34.77,এ
-19.94,26.47,31.4,20.81,9.77,-71.94,1.68,38.84,34.03,35.73,এ
-23.46,12.85,15.54,8.45,-1.83,-71.14,3.53,32.4,30.76,33.81,এ
0.27,32.88,36.26,21.65,14.39,-79.66,-5.36,28.54,28.09,32.12,এ
4.84,42.18,45.95,30.17,20.79,-73.72,-4.19,37.02,35.32,35.8,এ
3.92,43.56,44.53,29.12,19.38,-71.35,-0.94,40.05,37.58,38.13,এ
-5.91,28.26,36.22,23.01,12.21,-75.75,-6.27,27.4,28.0,29.67,এ
-3.87,33.18,41.02,26.47,15.13,-73.8,-6.29,30.42,30.46,30.99,এ
-2.83,34.8,38.78,23.0,12.7,-63.72,-3.68,34.59,32.81,33.24,এ
-7.54,36.06,35.39,21.88,16.75,-51.35,14.02,54.63,48.02,45.53,এ
-9.39,37.12,36.41,22.64,16.28,-54.07,12.46,52.66,46.72,44.68,এ
21.85,52.98,53.64,36.31,21.38,-74.76,6.42,58.94,44.3,38.81,এ
21.16,49.72,46.25,31.17,22.02,-75.17,11.13,56.03,46.6,41.18,এ
20.53,53.46,48.71,32.84,22.54,-71.4,11.19,55.13,45.27,39.59,এ
13.88,47.53,40.62,25.91,16.81,-71.52,18.64,57.47,46.8,41.92,এ
14.34,45.85,44.07,26.59,16.19,-70.02,12.39,53.42,44.75,40.73,এ
17.56,48.87,45.95,28.49,17.7,-70.46,12.85,55.84,46.09,41.25,এ
16.79,48.16,46.02,27.83,18.29,-68.13,10.85,57.46,47.56,42.6,এ
17.98,48.66,50.13,30.94,19.24,-74.61,1.46,48.98,41.9,38.46,এ
13.67,43.99,52.04,32.36,18.93,-83.71,-12.89,29.42,28.76,29.44,এ
0.95,40.05,44.6,27.21,16.12,-75.68,1.13,41.89,36.79,36.07,এ
-18.47,37.87,40.01,24.22,13.54,-61.03,3.27,42.27,38.11,37.62,এ
-17.5,40.63,43.28,27.61,16.52,-72.12,4.0,44.75,39.61,37.8,এ
-29.9,10.45,15.35,5.83,-2.77,-81.3,-4.53,21.84,20.98,25.45,এ
-30.07,16.96,21.5,10.65,0.45,-74.75,-1.79,26.74,25.99,30.18,এ
-23.16,21.56,24.91,14.02,4.91,-68.97,7.49,39.26,35.05,36.68,এ
-23.54,20.1,23.65,13.59,5.56,-65.57,9.94,42.59,37.96,38.95,এ
-31.41,8.7,11.95,4.62,-1.15,-53.0,18.59,46.83,39.84,41.01,এ
-31.77,14.89,17.41,7.55,0.57,-52.43,16.39,46.51,40.28,41.85,এ
-9.13,33.0,38.35,22.92,11.03,-80.05,-0.97,36.64,34.41,35.92,এ
-15.75,28.75,29.55,15.21,6.19,-72.9,8.91,43.05,37.91,39.04,এ
-22.77,27.14,27.74,13.61,4.88,-66.44,11.05,44.88,39.08,39.86,এ
-25.5,24.75,26.54,13.6,5.67,-65.64,11.54,45.13,39.95,41.18,এ
-25.95,25.02,26.13,13.57,6.9,-63.68,12.21,46.21,40.82,41.99,এ
-26.65,21.93,22.34,11.08,5.57,-61.62,12.22,45.0,40.7,41.98,এ
-30.43,17.17,16.23,7.01,4.23,-57.03,15.27,46.42,41.88,43.09,এ
-33.06,13.73,11.6,2.73,-0.14,-52.59,18.72,48.38,42.94,43.77,এ
-35.13,13.41,10.65,2.05,-0.28,-51.27,21.22,50.59,44.86,45.83,এ
-13.43,36.21,36.1,20.35,10.98,-66.33,5.61,44.37,38.89,39.25,এ
-2.02,18.68,25.53,11.24,6.96,-69.73,9.03,46.79,40.13,45.12,এ
-2.3,30.51,34.84,18.18,13.01,-76.55,7.98,46.87,41.09,43.17,এ
-15.59,34.97,34.32,17.47,10.46,-67.23,11.24,43.31,38.81,37.75,এ
-4.92,40.53,40.59,23.54,15.84,-67.93,12.65,48.62,43.06,39.9,এ
-6.68,36.43,38.4,22.93,17.26,-67.11,9.47,45.0,42.38,40.59,এ
-6.83,37.17,38.44,22.52,17.2,-65.21,9.55,44.89,42.17,40.58,এ
-7.42,36.07,37.81,22.36,16.94,-66.46,10.36,44.85,41.06,39.73,এ
-4.54,37.32,40.79,25.25,17.91,-75.79,5.68,39.67,36.95,36.59,এ
-0.6,40.37,42.73,26.07,18.19,-75.85,5.08,40.73,37.38,36.29,এ
-8.44,34.09,34.11,19.17,12.97,-69.13,13.89,46.85,42.03,40.09,এ
-16.17,27.87,28.26,15.28,9.27,-69.96,13.62,44.1,40.48,38.49,এ
-19.28,25.17,25.29,12.18,5.68,-67.96,13.67,43.67,39.51,38.16,এ
-21.08,11.96,11.48,0.63,-4.2,-68.21,10.23,37.74,37.61,41.61,এ
-28.09,10.59,9.83,0.36,0.43,-60.75,13.65,42.92,41.11,41.76,এ
-18.97,17.67,27.78,12.96,11.6,-61.17,13.22,47.02,42.19,41.03,এ
-19.3,22.47,25.61,16.87,15.11,-56.13,11.34,45.94,46.46,44.28,এ
-24.92,23.95,23.96,3.96,10.61,-53.17,14.41,41.57,34.17,37.46,এ
-21.49,38.76,38.7,4.55,-5.17,-52.35,17.3,56.73,34.71,40.05,এ
