p1,p2,p3,p4,p5,r1,r2,r3,r4,r5,label
-61.56,-21.83,-32.46,-28.76,-27.83,-155.58,-28.2,-54.72,-76.24,-82.29,খ
-62.08,-22.34,-32.47,-28.54,-27.28,-154.95,-28.86,-55.48,-76.94,-82.69,খ
-59.09,-21.38,-32.49,-29.32,-28.33,-154.79,-26.48,-52.38,-74.5,-81.04,খ
-61.62,-21.9,-31.86,-28.45,-27.54,-155.03,-28.07,-54.17,-76.01,-81.17,খ
-60.67,-22.65,-33.62,-30.26,-29.1,-153.64,-27.73,-54.11,-76.28,-82.14,খ
-60.54,-23.03,-34.25,-30.71,-29.7,-151.95,-27.11,-53.53,-75.7,-81.84,খ
-60.36,-22.81,-34.03,-30.75,-29.82,-151.26,-26.78,-53.08,-75.39,-81.87,খ
-60.48,-24.6,-35.96,-32.46,-31.06,-144.96,-25.58,-52.87,-76.18,-82.85,খ
-60.9,-22.96,-33.76,-30.19,-29.07,-151.64,-27.47,-53.88,-75.79,-81.76,খ
-62.66,-23.76,-34.15,-30.22,-29.19,-150.62,-28.28,-55.12,-76.87,-83.03,খ
-61.91,-23.75,-34.56,-31.03,-29.64,-151.93,-28.02,-55.01,-76.86,-83.12,খ
-62.08,-27.47,-37.37,-33.91,-32.71,-152.84,-28.47,-53.28,-73.84,-83.11,খ
-64.41,-33.5,-42.9,-37.33,-34.1,-138.95,-30.9,-59.21,-78.37,-89.51,খ
-62.04,-29.42,-39.37,-34.79,-32.61,-153.57,-29.13,-55.15,-74.95,-85.01,খ
-62.27,-28.63,-38.05,-33.62,-31.87,-155.73,-28.98,-54.39,-73.6,-83.18,খ
-59.65,-29.06,-39.22,-34.81,-33.0,-151.65,-27.74,-53.33,-73.5,-83.28,খ
-60.82,-28.14,-38.12,-33.57,-31.24,-152.66,-27.57,-53.35,-73.42,-82.68,খ
-60.49,-27.36,-37.11,-32.9,-31.08,-156.83,-28.13,-53.81,-73.46,-82.39,খ
-60.63,-27.04,-36.36,-31.89,-30.31,-154.78,-28.29,-53.34,-72.59,-81.14,খ
-62.79,-27.23,-36.07,-31.22,-29.28,-158.61,-30.12,-55.74,-74.74,-82.51,খ
-61.36,-26.72,-36.24,-31.72,-29.8,-158.57,-28.61,-54.15,-74.12,-82.78,খ
-63.04,-27.19,-35.94,-31.09,-29.04,-159.4,-30.43,-56.2,-75.29,-83.21,খ
-62.21,-27.21,-36.58,-31.91,-29.97,-158.83,-29.2,-55.06,-74.43,-82.89,খ
-63.94,-27.45,-36.27,-31.29,-29.38,-157.69,-29.88,-55.89,-74.7,-82.82,খ
-64.31,-29.03,-38.61,-33.44,-30.91,-154.46,-29.37,-56.63,-76.86,-85.63,খ
-62.02,-28.14,-38.28,-34.46,-32.72,-154.56,-27.67,-53.39,-73.83,-82.99,খ
-60.37,-25.65,-35.29,-31.76,-30.99,-163.11,-27.86,-52.22,-71.32,-79.74,খ
-62.79,-28.96,-38.84,-34.22,-32.12,-152.45,-28.05,-54.23,-73.96,-82.62,খ
-61.73,-26.49,-35.9,-31.64,-30.06,-160.23,-28.32,-53.48,-73.37,-81.52,খ
-61.83,-25.37,-34.17,-29.71,-28.32,-164.17,-29.12,-53.77,-72.84,-80.83,খ
-62.82,-25.9,-35.43,-30.66,-29.75,-147.31,-28.15,-54.02,-73.05,-81.15,খ
-61.48,-26.72,-36.28,-31.61,-29.82,-160.18,-28.71,-54.66,-74.11,-82.79,খ
-64.08,-27.97,-36.87,-31.61,-29.4,-157.68,-30.25,-57.03,-76.42,-84.58,খ
-60.57,-25.13,-34.19,-30.03,-29.04,-164.71,-28.7,-53.17,-71.8,-79.76,খ
-61.79,-24.09,-33.06,-29.47,-28.51,-170.43,-30.46,-55.3,-74.38,-82.9,খ
-61.15,-25.46,-34.15,-29.45,-28.11,-160.97,-28.34,-53.21,-71.98,-79.51,খ
-62.82,-26.18,-35.02,-30.33,-28.6,-163.08,-29.56,-55.14,-74.4,-82.28,খ
-61.44,-24.66,-33.46,-29.11,-27.34,-166.35,-28.96,-53.72,-73.35,-80.92,খ
-64.49,-25.7,-33.82,-28.69,-26.28,-169.48,-31.71,-57.94,-76.63,-83.92,খ
-54.69,-21.21,-27.23,-24.38,-28.83,-165.43,-31.93,-52.3,-67.57,-78.35,খ
-54.77,-25.47,-33.13,-30.42,-33.74,-160.1,-30.25,-51.73,-68.82,-81.33,খ
-55.72,-22.86,-28.79,-25.96,-30.12,-165.6,-32.41,-53.03,-68.45,-79.45,খ
-52.37,-23.15,-29.86,-27.92,-32.32,-161.99,-28.75,-48.32,-65.17,-77.39,খ
-59.63,-25.0,-30.05,-25.75,-28.35,-165.48,-35.1,-56.61,-72.04,-82.51,খ
-57.48,-23.13,-28.34,-24.42,-27.84,-168.8,-33.7,-54.29,-69.63,-79.6,খ
-56.87,-24.17,-30.41,-27.12,-29.88,-165.15,-31.84,-53.1,-69.91,-80.86,খ
-57.21,-23.25,-29.06,-25.68,-28.64,-169.86,-32.57,-53.53,-69.73,-80.55,খ
-59.71,-23.6,-28.82,-25.18,-28.2,-166.78,-33.11,-54.03,-70.52,-81.19,খ
-60.3,-24.24,-29.69,-25.85,-28.41,-169.99,-33.91,-55.54,-72.07,-82.63,খ
-59.77,-24.26,-29.84,-26.14,-28.52,-171.15,-34.01,-55.79,-72.17,-82.92,খ
-60.73,-25.47,-31.31,-27.18,-29.39,-167.14,-33.58,-55.71,-72.34,-83.4,খ
-60.86,-26.03,-32.35,-28.47,-30.68,-165.91,-32.73,-55.32,-72.88,-84.65,খ
-60.36,-25.36,-31.51,-27.96,-30.42,-168.21,-32.38,-54.25,-71.66,-83.55,খ
-61.13,-26.01,-32.26,-28.5,-30.53,-168.45,-33.3,-55.91,-73.5,-85.12,খ
-61.9,-25.92,-31.81,-27.93,-29.88,-170.74,-33.66,-56.52,-74.2,-85.63,খ
-60.49,-26.87,-33.62,-30.0,-31.71,-166.12,-32.38,-55.35,-73.03,-85.82,খ
-62.24,-27.03,-33.39,-29.32,-30.83,-167.87,-33.74,-56.81,-74.43,-86.97,খ
-61.95,-26.14,-32.16,-27.99,-29.72,-170.19,-34.06,-56.89,-74.22,-86.18,খ
-62.03,-26.86,-32.86,-28.88,-30.51,-167.54,-33.69,-56.72,-74.07,-86.05,খ
-61.58,-26.49,-33.17,-29.38,-31.24,-166.68,-32.54,-55.66,-73.75,-85.94,খ
-60.34,-24.96,-31.3,-27.9,-29.94,-172.67,-32.34,-54.86,-73.05,-84.62,খ
-64.04,-26.86,-32.75,-28.62,-29.94,-171.09,-34.38,-58.01,-75.61,-87.23,খ
-62.12,-27.22,-33.89,-30.01,-31.44,-167.82,-32.86,-56.15,-74.69,-87.0,খ
-64.0,-26.14,-31.57,-26.78,-28.07,-175.0,-35.72,-59.32,-76.36,-87.32,খ
-65.11,-26.08,-31.36,-26.66,-27.79,-174.91,-36.21,-59.74,-76.83,-87.68,খ
-64.38,-26.21,-31.66,-27.03,-27.98,-173.77,-35.43,-59.35,-76.77,-88.3,খ
-65.28,-27.02,-32.44,-27.72,-28.31,-173.87,-36.56,-60.67,-78.01,-88.96,খ
-58.65,-25.99,-32.82,-29.76,-32.12,-165.19,-30.24,-52.35,-70.48,-82.59,খ
-62.99,-25.32,-30.91,-26.95,-28.86,-175.32,-34.92,-57.71,-74.76,-85.79,খ
-64.5,-26.48,-32.06,-27.88,-29.34,-172.39,-35.01,-58.21,-75.19,-86.38,খ
-64.0,-27.14,-33.07,-28.5,-29.43,-171.41,-34.8,-58.93,-76.84,-88.71,খ
-64.55,-26.76,-32.28,-27.91,-29.02,-171.59,-35.56,-59.31,-76.74,-88.11,খ
-62.78,-28.32,-34.91,-30.68,-31.97,-161.53,-33.8,-57.67,-75.38,-87.74,খ
-64.46,-26.58,-31.88,-27.53,-28.59,-170.69,-36.42,-59.59,-77.01,-87.87,খ
-63.61,-28.03,-34.28,-30.16,-31.39,-164.29,-34.53,-58.03,-75.87,-87.53,খ
-63.17,-26.98,-33.15,-29.35,-30.73,-166.06,-34.05,-57.08,-74.78,-86.72,খ
-61.58,-29.2,-36.46,-32.94,-34.36,-158.86,-31.66,-55.18,-74.1,-87.38,খ
-62.57,-28.06,-34.63,-30.63,-31.87,-163.78,-33.28,-56.77,-74.93,-86.94,খ
-58.63,-26.63,-35.81,-33.77,-36.36,-163.52,-26.77,-49.52,-68.91,-80.96,খ
-58.92,-26.25,-35.33,-33.26,-35.99,-161.53,-26.61,-48.78,-67.83,-79.7,খ
-61.57,-26.96,-35.23,-32.62,-34.96,-164.45,-28.83,-51.81,-70.29,-81.23,খ
-61.34,-27.13,-36.02,-33.4,-35.59,-163.51,-28.2,-51.66,-70.96,-82.59,খ
-62.35,-26.92,-35.19,-32.35,-34.45,-164.86,-29.09,-52.36,-71.0,-82.55,খ
-61.18,-27.82,-37.39,-34.99,-37.16,-161.63,-26.89,-50.07,-69.93,-82.34,খ
-62.89,-27.19,-35.85,-32.99,-35.04,-166.66,-28.95,-52.57,-71.67,-83.28,খ
-60.92,-28.9,-39.13,-37.75,-39.97,-158.78,-25.15,-48.2,-69.06,-82.94,খ
-55.76,-28.23,-38.0,-36.52,-39.37,-152.21,-24.9,-47.28,-67.0,-79.33,খ
-56.13,-29.54,-39.38,-38.16,-41.02,-149.59,-24.55,-46.95,-66.92,-79.71,খ
-56.94,-30.35,-40.57,-39.02,-41.39,-149.32,-24.72,-48.15,-69.15,-83.13,খ
-60.98,-27.98,-36.39,-33.17,-34.79,-161.05,-29.0,-52.81,-71.9,-83.14,খ
-60.18,-28.26,-36.7,-34.35,-36.35,-159.32,-29.12,-52.59,-71.69,-83.29,খ
-59.37,-28.36,-37.37,-34.74,-36.71,-158.37,-27.24,-50.53,-70.27,-81.91,খ
-61.67,-29.33,-38.23,-34.97,-36.35,-158.02,-28.47,-52.93,-72.68,-84.32,খ
-60.97,-28.72,-37.91,-35.44,-37.15,-159.82,-27.44,-51.29,-71.59,-83.44,খ
-61.09,-28.73,-38.08,-35.33,-36.82,-160.98,-27.62,-51.72,-71.83,-83.43,খ
-53.44,-29.62,-42.55,-43.39,-47.33,-150.24,-17.72,-36.99,-60.59,-74.24,খ
-60.66,-28.15,-38.77,-37.4,-40.41,-156.88,-23.9,-44.67,-66.1,-77.4,খ
-62.65,-28.8,-39.32,-37.16,-39.51,-159.23,-25.11,-47.0,-68.27,-79.19,খ
-63.89,-29.35,-40.01,-37.93,-40.37,-157.06,-25.06,-46.68,-68.01,-79.14,খ
-62.76,-29.51,-40.3,-38.38,-40.62,-156.66,-24.15,-45.85,-67.92,-79.13,খ
-63.09,-30.57,-41.59,-39.79,-42.09,-154.6,-24.15,-45.86,-68.11,-79.69,খ
-62.38,-29.98,-41.12,-39.36,-41.4,-156.2,-24.15,-45.85,-67.93,-80.02,খ
-63.03,-29.97,-40.95,-38.9,-41.17,-156.77,-24.57,-46.39,-68.12,-79.78,খ
-64.45,-31.03,-41.81,-39.37,-41.08,-155.44,-25.55,-48.22,-69.88,-81.37,খ
-62.73,-29.98,-41.17,-39.4,-41.73,-156.54,-24.59,-46.0,-67.83,-79.71,খ
-61.82,-29.88,-41.16,-39.55,-41.78,-156.24,-23.57,-44.69,-66.44,-78.57,খ
-57.69,-31.1,-43.6,-43.46,-47.01,-149.75,-19.37,-39.14,-62.19,-75.75,খ
-59.69,-30.7,-42.85,-41.96,-44.75,-153.64,-21.71,-42.44,-65.1,-77.99,খ
-60.7,-31.24,-43.38,-42.46,-45.14,-152.14,-21.79,-42.71,-65.46,-78.44,খ
-60.02,-30.64,-42.77,-42.15,-45.07,-153.76,-21.26,-41.55,-64.53,-77.23,খ
-65.67,-31.62,-42.73,-40.41,-42.13,-156.65,-25.55,-47.99,-70.69,-83.3,খ
-60.48,-31.17,-43.54,-42.68,-45.13,-152.74,-21.44,-42.39,-65.88,-79.57,খ
-61.53,-32.18,-44.51,-43.74,-46.02,-149.92,-21.31,-42.56,-66.38,-79.94,খ
-63.76,-33.98,-50.26,-50.26,-54.81,-130.0,-17.41,-40.06,-66.29,-87.28,খ
-59.98,-35.6,-48.05,-45.84,-50.07,-141.48,-24.76,-46.36,-64.59,-83.51,খ
-61.93,-35.21,-47.6,-45.67,-49.8,-148.01,-24.29,-46.13,-65.36,-84.39,খ
-62.02,-35.84,-49.85,-48.51,-52.22,-146.65,-20.61,-42.01,-64.18,-84.67,খ
-63.93,-36.24,-49.23,-47.25,-51.32,-144.94,-22.52,-44.39,-64.93,-83.67,খ
-66.6,-35.03,-47.41,-45.26,-49.17,-151.13,-24.31,-46.66,-66.11,-84.19,খ
-66.74,-35.42,-47.91,-46.09,-49.79,-149.36,-23.71,-45.58,-65.65,-84.14,খ
-65.44,-35.42,-47.94,-46.27,-50.59,-147.38,-23.03,-44.68,-64.81,-83.69,খ
-67.25,-35.3,-47.92,-45.88,-49.54,-149.18,-24.0,-45.95,-66.05,-84.71,খ
-65.68,-34.65,-47.19,-45.48,-49.91,-150.09,-23.11,-44.69,-64.33,-82.51,খ
-61.39,-34.22,-48.06,-47.53,-52.5,-150.88,-20.18,-40.56,-62.13,-81.81,খ
-67.1,-36.04,-48.7,-46.5,-50.08,-147.34,-23.84,-46.94,-67.49,-86.41,খ
-65.26,-34.09,-47.02,-45.88,-50.24,-152.3,-22.12,-43.32,-64.48,-83.34,খ
-66.11,-35.22,-48.14,-46.55,-50.58,-149.71,-22.62,-44.62,-65.23,-83.75,খ
-65.87,-34.97,-47.94,-46.63,-51.12,-150.32,-22.15,-43.6,-63.87,-82.48,খ
-63.84,-34.56,-47.66,-46.67,-51.19,-152.65,-21.45,-42.71,-63.52,-82.39,খ
-65.49,-35.43,-48.58,-47.08,-51.38,-148.5,-22.11,-44.18,-64.97,-84.1,খ
-66.98,-36.05,-49.29,-47.73,-51.51,-147.31,-22.26,-44.63,-66.23,-85.69,খ
-67.34,-35.26,-47.79,-46.12,-50.23,-149.41,-23.05,-44.91,-65.15,-83.24,খ
-65.6,-34.49,-47.36,-45.98,-50.17,-153.05,-22.24,-44.05,-65.17,-83.75,খ
-69.99,-30.04,-39.77,-36.18,-34.18,-151.88,-28.12,-54.09,-72.66,-79.64,খ
-65.72,-32.31,-43.93,-40.77,-38.43,-143.54,-23.91,-50.4,-71.0,-80.09,খ
-67.55,-31.41,-42.83,-39.87,-37.61,-147.69,-25.55,-51.83,-72.31,-81.33,খ
-65.85,-34.02,-46.13,-42.77,-40.26,-139.79,-23.85,-50.93,-72.0,-81.62,খ
-55.39,-24.7,-35.8,-36.14,-43.33,-151.11,-22.38,-43.27,-64.01,-77.87,খ
-56.15,-26.07,-37.08,-37.12,-43.95,-148.67,-22.7,-44.23,-65.28,-79.45,খ
-56.01,-25.43,-36.77,-36.99,-44.45,-151.26,-22.33,-43.53,-63.99,-77.82,খ
-59.42,-26.71,-36.82,-36.13,-42.99,-148.97,-25.4,-47.47,-67.36,-80.75,খ
-57.75,-25.77,-36.3,-36.05,-43.22,-150.62,-23.71,-44.97,-65.23,-78.94,খ
-57.21,-27.15,-38.52,-38.5,-44.73,-146.47,-22.32,-44.21,-66.07,-81.23,খ
-55.85,-27.22,-38.64,-38.88,-46.18,-146.33,-21.3,-42.68,-63.94,-78.65,খ
-54.96,-26.09,-37.63,-38.34,-45.77,-148.03,-20.91,-41.59,-62.91,-77.89,খ
-56.15,-27.03,-38.38,-38.67,-45.93,-146.79,-21.34,-42.32,-62.95,-77.34,খ
-57.14,-27.01,-38.39,-38.22,-44.95,-147.88,-22.24,-43.94,-65.57,-80.38,খ
-58.71,-27.34,-38.44,-38.45,-45.24,-146.84,-23.36,-45.38,-66.37,-81.43,খ
-57.5,-26.13,-36.7,-36.12,-43.26,-148.45,-22.95,-44.2,-64.67,-77.83,খ
-56.0,-26.59,-38.14,-38.88,-46.24,-144.71,-20.75,-41.97,-63.44,-78.68,খ
-54.88,-28.11,-40.41,-41.34,-48.26,-144.22,-19.89,-41.16,-63.83,-80.43,খ
-76.45,14.84,11.74,16.43,18.08,-23.58,15.05,13.01,4.63,-0.23,গ
-76.89,13.62,9.79,14.38,16.85,-34.27,17.94,16.79,7.78,2.03,গ
-74.68,13.21,10.23,15.5,17.73,-29.45,17.37,16.15,6.73,1.69,গ
-74.42,12.68,9.16,14.02,16.15,-27.21,16.67,15.57,6.25,0.86,গ
-74.91,12.62,9.2,13.88,16.27,-30.15,17.24,16.3,6.11,1.27,গ
-74.71,12.81,9.48,14.93,17.62,-16.55,14.86,12.84,2.62,-1.98,গ
-75.1,12.53,8.92,13.51,15.62,-31.27,17.49,16.49,7.34,2.41,গ
-74.54,12.67,9.79,14.37,15.65,-37.48,20.18,20.04,11.25,5.86,গ
-76.75,12.68,9.09,12.78,13.63,-40.53,19.51,19.38,10.07,4.58,গ
-76.98,13.43,11.22,16.93,18.19,-26.84,17.06,16.23,6.67,1.64,গ
-76.66,12.96,10.11,15.1,16.33,-24.88,16.65,15.78,5.63,0.36,গ
-74.21,11.27,8.2,12.82,13.96,-23.51,16.0,15.04,5.17,0.03,গ
-71.72,9.25,5.41,9.97,11.2,-22.33,15.43,13.74,3.42,-1.7,গ
-71.52,9.92,6.74,11.79,13.25,-20.3,15.21,13.36,3.45,-1.39,গ
-68.53,7.34,3.18,7.39,9.0,-27.76,16.75,15.27,5.07,-0.47,গ
-73.47,10.74,7.46,12.13,13.25,-25.98,16.8,16.06,7.38,1.73,গ
-69.94,8.22,4.08,7.75,8.5,-29.26,17.15,16.46,7.26,1.32,গ
-70.58,8.88,5.31,9.98,11.44,-28.44,16.9,16.06,7.29,1.43,গ
-69.61,8.16,4.31,8.79,10.25,-28.24,16.97,16.11,6.92,0.73,গ
-74.02,14.97,12.89,13.52,17.43,-69.7,21.08,18.73,7.75,2.02,গ
-73.63,15.28,13.2,14.03,18.33,-74.86,22.44,20.19,8.96,3.43,গ
-75.44,14.99,12.75,13.85,18.24,-61.67,19.13,15.94,4.8,-0.71,গ
-78.29,17.65,16.57,18.52,23.72,-73.03,20.34,18.3,6.83,1.13,গ
-75.08,14.72,13.15,15.18,20.23,-61.01,19.31,16.85,4.98,-0.72,গ
-73.28,14.21,12.51,13.88,18.73,-65.7,21.23,18.86,7.25,1.53,গ
-73.51,14.32,12.69,13.78,18.32,-69.08,21.52,19.14,7.71,1.89,গ
-72.62,13.78,12.18,13.8,18.36,-67.46,21.34,19.15,8.04,2.12,গ
-70.81,12.63,10.41,11.28,15.72,-66.95,21.83,19.76,8.84,2.67,গ
-73.95,14.93,13.77,15.46,19.57,-69.33,20.99,19.01,9.32,3.13,গ
-75.29,16.01,15.07,16.79,20.69,-73.38,21.66,19.83,10.83,4.84,গ
-75.84,17.35,16.52,18.2,21.86,-82.96,22.8,21.39,12.94,6.7,গ
-71.2,12.15,9.94,11.95,16.54,-58.2,20.04,17.34,7.07,0.3,গ
-72.14,13.22,11.45,13.58,17.88,-63.28,20.74,18.3,8.84,2.38,গ
-76.16,15.91,14.8,17.07,21.13,-65.14,20.14,17.49,8.37,2.19,গ
-74.12,14.26,12.72,14.65,18.73,-60.15,19.77,17.22,7.41,1.23,গ
-75.7,15.52,14.27,16.3,20.64,-66.75,20.46,17.92,8.52,2.24,গ
-73.15,13.59,11.82,13.97,18.76,-61.66,20.7,18.06,7.98,1.49,গ
-71.6,12.5,10.5,12.02,16.36,-61.67,20.76,18.05,7.54,1.21,গ
-73.67,14.46,12.93,14.82,19.05,-69.68,21.6,19.11,9.7,3.49,গ
-73.29,14.04,12.74,14.78,19.16,-66.99,21.5,18.91,9.62,3.51,গ
-74.2,13.79,12.32,14.19,18.64,-58.4,19.48,16.26,6.8,0.57,গ
-74.44,14.41,13.21,15.14,19.43,-65.63,20.55,17.61,8.41,2.47,গ
-74.99,15.02,14.11,16.69,20.8,-62.05,20.53,17.68,7.54,1.23,গ
-73.4,14.07,12.64,15.46,20.26,-62.87,21.25,18.6,8.46,1.24,গ
-78.44,16.62,15.93,18.62,22.74,-55.1,18.39,15.1,5.06,-0.9,গ
-76.45,15.18,13.64,14.99,18.72,-55.6,18.65,15.41,5.21,-0.93,গ
-66.68,9.08,6.32,7.55,12.27,-58.48,21.72,18.91,8.1,1.5,গ
-69.1,10.92,9.0,10.76,15.33,-58.26,20.79,17.77,7.31,1.05,গ
-71.99,12.51,10.62,11.98,16.38,-60.27,20.64,18.02,8.03,1.49,গ
-68.82,10.25,7.76,10.38,15.47,-55.15,20.52,17.97,6.14,-0.35,গ
-72.32,14.4,14.51,22.42,25.73,-58.62,24.38,20.79,10.15,5.0,গ
-74.67,16.53,16.47,22.43,24.83,-71.14,25.83,23.1,13.59,8.54,গ
-74.81,16.58,16.18,22.51,24.92,-69.8,25.62,22.56,13.09,7.93,গ
-74.42,16.12,15.59,21.48,24.0,-68.38,25.5,22.52,12.72,7.68,গ
-75.86,17.28,17.32,23.38,25.8,-73.41,25.74,23.08,13.83,9.12,গ
-74.95,17.41,17.36,22.96,25.5,-81.47,26.58,24.46,15.99,11.03,গ
-67.65,8.27,5.49,6.21,9.95,-21.9,20.51,16.25,4.63,-1.95,গ
-68.62,8.25,5.19,5.42,9.05,-34.06,22.69,19.62,7.64,0.76,গ
-67.12,8.23,5.53,5.5,8.83,-20.47,19.0,16.28,2.23,-4.52,গ
-69.62,10.45,8.31,8.43,10.44,-31.95,22.46,20.6,6.99,-0.12,গ
-64.99,7.1,4.5,4.88,7.55,-30.59,21.77,19.27,4.61,-2.91,গ
-64.28,7.12,4.77,5.45,7.98,-32.31,23.05,20.79,6.21,-1.39,গ
-77.99,13.42,11.76,14.32,16.92,-45.28,23.0,19.33,9.35,2.7,গ
-79.04,14.5,13.74,17.27,20.19,-47.05,23.34,19.81,11.39,5.28,গ
-78.97,14.69,13.32,15.1,17.16,-50.36,23.61,20.96,12.32,5.67,গ
-75.27,12.48,10.97,12.62,15.01,-43.29,22.8,20.3,10.61,3.87,গ
-73.52,10.9,9.1,11.19,13.82,-40.12,22.21,19.43,8.86,2.7,গ
-71.81,9.72,7.57,8.76,11.66,-48.34,24.41,22.08,10.69,3.97,গ
-72.76,11.32,9.95,10.74,12.47,-53.73,26.18,24.22,13.13,7.48,গ
-73.12,11.48,9.89,11.28,13.3,-55.96,26.09,23.67,12.49,6.65,গ
-74.2,12.0,10.46,13.22,15.55,-33.88,20.87,17.34,7.16,0.89,গ
-70.89,9.59,7.33,8.66,10.52,-45.38,23.92,21.54,11.13,4.12,গ
-71.8,10.5,9.25,11.73,13.39,-39.51,21.17,18.61,8.69,2.84,গ
-73.92,11.35,8.69,9.26,11.8,-49.3,23.96,21.78,10.3,4.15,গ
-72.2,10.21,8.05,9.09,11.43,-45.29,23.58,21.69,11.15,4.77,গ
-72.51,10.54,8.76,10.17,12.37,-47.59,23.36,21.61,11.07,4.67,গ
-74.04,11.81,10.43,12.35,14.13,-49.55,23.47,21.86,12.16,5.78,গ
-72.51,10.71,9.05,10.25,12.1,-51.16,24.24,23.02,13.06,6.19,গ
-71.6,14.55,11.18,14.98,12.59,-83.31,26.34,24.35,10.16,7.95,গ
-74.71,15.52,12.55,14.64,13.32,-82.1,27.4,22.17,10.7,11.78,গ
-75.51,15.34,12.36,14.97,13.68,-76.12,27.98,22.99,11.22,12.45,গ
-75.23,14.24,10.93,13.48,12.27,-65.24,25.53,20.79,8.01,8.96,গ
-73.97,12.67,8.87,11.52,10.82,-62.46,24.77,20.08,7.25,7.61,গ
-77.52,16.52,13.52,16.04,14.01,-82.55,26.17,22.54,11.69,12.6,গ
-77.08,14.25,11.67,15.28,13.65,-50.67,21.44,16.63,5.09,6.2,গ
-74.32,13.18,9.79,11.81,10.34,-66.74,25.32,21.72,11.04,12.1,গ
-76.16,13.78,10.11,12.87,11.79,-65.93,24.09,19.96,9.11,10.29,গ
-75.99,13.88,10.32,12.96,11.84,-66.93,24.03,20.15,9.54,10.4,গ
-74.1,12.56,8.85,11.14,9.79,-65.52,24.3,20.57,9.86,10.49,গ
-73.67,11.95,8.39,11.01,9.88,-60.18,23.2,19.2,8.42,9.02,গ
-74.65,12.56,9.49,12.84,11.95,-60.29,23.38,20.44,9.27,8.98,গ
-73.21,11.64,8.4,11.48,11.06,-62.58,24.35,21.35,10.33,9.68,গ
-75.69,14.0,12.07,15.73,14.48,-67.69,23.97,21.25,11.4,11.3,গ
-75.32,13.51,11.13,15.02,14.31,-62.3,23.51,20.57,10.11,9.82,গ
-73.72,12.39,9.26,12.3,11.07,-66.33,24.93,22.23,11.72,11.0,গ
-73.59,11.49,14.05,15.57,15.64,-25.81,21.51,26.3,14.99,8.38,গ
-72.34,10.71,12.59,12.73,12.27,-26.71,22.46,25.89,14.58,8.72,গ
-79.07,15.62,18.47,18.39,16.64,-22.78,22.51,26.04,15.81,10.35,গ
-71.75,10.0,10.81,9.52,8.46,-32.3,23.64,27.53,16.08,9.24,গ
-73.7,11.13,12.85,12.0,11.26,-26.37,22.68,26.07,14.95,8.59,গ
-69.25,8.1,8.85,7.87,7.98,-26.01,22.22,25.47,13.74,7.01,গ
-76.1,12.57,14.53,14.17,13.73,-37.82,24.9,29.03,18.89,12.95,গ
-72.76,10.46,12.11,11.65,11.76,-24.25,21.98,25.14,14.34,8.33,গ
-72.37,9.84,10.72,9.69,9.52,-26.93,22.24,25.33,14.14,7.89,গ
-71.7,9.74,11.83,11.33,10.29,-23.95,21.13,24.06,13.24,7.68,গ
-72.92,10.01,10.93,9.42,9.05,-26.11,22.01,24.7,13.12,7.13,গ
-72.91,10.27,12.12,11.28,10.53,-28.97,22.59,25.44,14.48,8.59,গ
-71.29,9.43,11.23,9.97,8.74,-28.85,22.49,25.69,14.97,9.15,গ
-69.65,7.72,8.18,5.81,4.97,-36.79,24.59,28.12,17.02,10.16,গ
-75.02,11.85,14.37,13.66,12.21,-27.47,22.45,25.64,15.94,9.95,গ
-71.36,9.11,10.89,10.32,9.88,-30.21,22.86,26.12,15.47,9.2,গ
-74.1,10.85,12.63,11.35,10.47,-32.32,23.63,27.15,17.0,10.74,গ
-70.93,8.75,9.79,8.16,7.12,-28.66,22.7,25.46,14.54,8.18,গ
-74.5,11.42,14.13,13.54,12.65,-31.25,23.1,26.37,16.67,10.83,গ
-75.54,11.99,14.24,12.7,11.08,-38.13,24.6,28.48,19.09,13.16,গ
-70.42,8.73,9.86,7.74,6.43,-30.56,23.32,26.41,15.96,9.5,গ
-68.02,6.79,7.93,6.22,5.6,-34.2,23.47,26.64,16.06,9.81,গ
-65.69,4.98,5.04,2.52,1.47,-39.68,25.13,28.64,17.56,10.38,গ
-65.65,5.22,5.42,3.4,2.68,-33.5,23.18,26.57,15.2,7.99,গ
-73.23,14.02,13.66,9.98,8.79,-68.43,24.63,25.73,14.01,10.86,গ
-73.33,13.11,12.9,10.39,10.14,-56.3,24.01,24.16,12.15,8.7,গ
-71.65,12.14,11.2,7.78,7.21,-58.36,25.05,25.44,13.57,9.78,গ
-70.52,11.34,10.69,7.47,7.77,-57.38,25.23,25.9,13.84,9.85,গ
-72.65,12.84,12.37,8.97,8.45,-59.46,25.09,25.38,13.5,9.7,গ
-72.53,12.96,12.78,9.59,9.01,-60.33,25.39,25.96,14.4,10.79,গ
-73.14,13.0,12.83,10.22,10.09,-60.02,25.12,25.85,14.3,10.67,গ
-71.67,12.05,11.66,8.68,8.37,-60.11,25.23,26.09,14.37,10.7,গ
-69.67,9.75,8.8,5.83,5.93,-46.45,22.62,22.3,9.58,5.52,গ
-70.32,10.61,9.98,7.1,6.96,-53.53,23.89,24.11,11.73,7.93,গ
-73.37,12.92,12.55,9.34,8.84,-61.49,24.9,25.69,13.56,10.27,গ
-73.16,13.03,13.75,11.91,11.81,-56.73,23.6,23.95,12.5,9.47,গ
-72.94,12.66,11.95,7.37,6.07,-63.31,25.4,26.11,14.56,10.55,গ
